id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	0	74.35002672137361	
2	FAST	1	3	0.027987052819351734	0.0	0	58.268220391471445	
3	FAST	1	4	0.07302656972007415	0.0	0	20.945105764672686	
4	FAST	1	5	0.10800269310982086	0.0	0	13.93113224045106	
5	FAST	1	6	0.2005826597473596	0.0	0	7.1663203175430565	
6	FAST	1	7	0.05791240055316788	0.0	0	37.279384026650746	
7	FAST	1	8	0.06855335822514483	0.0	0	23.369370794582693	
8	FAST	1	68	0.36490858423453987	0.048	0	8.646198007205085	
9	FAST	1	69	0.40115801759656244	0.048	0	6.880363522747737	
10	FAST	1	70	0.423550267947518	0.048	0	5.405032755967301	
11	FAST	1	71	0.44235053412726005	0.048	0	4.580907642533703	
12	FAST	1	72	0.28733633203502157	0.0	0	7.646684488621142	
13	FAST	1	73	0.1906077266698771	0.0	0	23.00169413546484	
14	FAST	1	74	0.20210142113627694	0.0	0	13.519096902627282	
15	FAST	1	75	0.2630703980821981	0.0	0	11.517427508514618	
16	FAST	1	76	0.3008008736105855	0.0	0	8.932053780579194	
17	FAST	1	77	0.3450902934942693	0.0	0	6.082839336954746	
18	FAST	1	78	0.36284036573475764	0.0	0	5.588696559902922	
19	FAST	2	3	0.007516752227496343	0.0	0	233.0052768570863	
20	FAST	2	4	0.05255626523813813	0.0	0	32.6832025431579	
21	FAST	2	5	0.08753238084772358	0.0	0	18.74974524153644	
22	FAST	2	6	0.18130277439888826	0.0	0	8.104811741233547	
23	FAST	2	7	0.06458409111532147	0.0	0	28.65451482202798	
24	FAST	2	8	0.04808305763328943	0.0	0	37.013396086781185	
25	FAST	2	23	0.24993272053144797	0.0	23	5.7054184838334345	
26	FAST	2	68	0.36470401260312413	0.048	1	9.704718078770222	
27	FAST	2	69	0.391780317504476	0.048	2	7.19544885794164	
28	FAST	2	70	0.4257275325971185	0.048	19	5.538520478251601	
29	FAST	2	71	0.43263050137245695	0.048	1	5.2436965960142965	
30	FAST	2	72	0.3002858035948819	0.0	0	6.770834784382695	
31	FAST	2	73	0.2035572098999793	0.0	0	17.114259176421758	
32	FAST	2	74	0.21505090436637914	0.0	0	10.130650442107719	
33	FAST	2	75	0.2760198696420584	0.0	0	9.45494813088248	
34	FAST	2	76	0.3137503451704458	0.0	0	8.367029888973901	
35	FAST	2	77	0.3580397650541296	0.0	0	5.92761913836443	
36	FAST	3	4	0.04596140765847902	0.0	0	36.58103647311624	
37	FAST	3	5	0.08093752715814509	0.0	0	18.88019169710619	
38	FAST	3	6	0.18231210638901338	0.0	0	8.635424941882437	
39	FAST	3	7	0.06852057262560743	0.0	0	27.112550886350334	
40	FAST	3	8	0.04148820394371095	0.0	0	41.78059216746225	
41	FAST	3	23	0.253869190371492	0.0	14	6.124806881736851	
42	FAST	3	68	0.3624783762095865	0.048	0	9.608380030600062	
43	FAST	3	69	0.3866275625916361	0.048	2	7.689739327366375	
44	FAST	3	70	0.424054534998753	0.048	12	5.506888627323392	
45	FAST	3	71	0.42731742112785376	0.048	0	5.382302173729826	
46	FAST	3	72	0.30422229677540974	0.0	0	6.727479399776793	
47	FAST	3	73	0.20749369141026527	0.0	0	14.924092611208218	
