id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	0	79.20178879194948	
2	FAST	1	3	0.027987052819351734	0.0	0	54.2095663903926	
3	FAST	1	4	0.07302656972007415	0.0	0	20.46799528830447	
4	FAST	1	5	0.10800269310982086	0.0	0	14.294771118621716	
5	FAST	1	6	0.2005826597473596	0.0	0	7.088649148657268	
6	FAST	1	7	0.05791240055316788	0.0	0	34.743858920167604	
7	FAST	1	8	0.06855335822514483	0.0	0	22.02696216680709	
8	FAST	1	68	0.36490858423453987	0.048	0	8.55612395171502	
9	FAST	1	69	0.40115801759656244	0.048	0	5.730382812730147	
10	FAST	1	70	0.423550267947518	0.048	0	5.4035065686167885	
11	FAST	1	71	0.44235053412726005	0.048	0	4.251199104743158	
12	FAST	1	72	0.28733633203502157	0.0	0	7.194824498899974	
13	FAST	1	73	0.1906077266698771	0.0	0	21.820250012791952	
14	FAST	1	74	0.20210142113627694	0.0	0	11.623662906480181	
15	FAST	1	75	0.2630703980821981	0.0	0	11.143122808523703	
16	FAST	1	76	0.3008008736105855	0.0	0	8.534671875295826	
17	FAST	1	77	0.3450902934942693	0.0	0	5.690163001369299	
18	FAST	1	78	0.36284036573475764	0.0	0	4.770656340311181	
19	FAST	2	3	0.007516752227496343	0.0	0	223.7363227826963	
20	FAST	2	4	0.05255626523813813	0.0	0	30.277619859719504	
21	FAST	2	5	0.08753238084772358	0.0	0	17.5238979752848	
22	FAST	2	6	0.18130277439888826	0.0	0	8.051261990610065	
23	FAST	2	7	0.06458409111532147	0.0	0	27.147219679305195	
24	FAST	2	8	0.04808305763328943	0.0	0	33.233122342905226	
25	FAST	2	23	0.24993272053144797	0.0	3643	1.6167689498515092	
26	FAST	2	68	0.36470401260312413	0.048	3626	1.3087759195388626	
27	FAST	2	69	0.391780317504476	0.048	2	6.917636200088221	
28	FAST	2	70	0.4257275325971185	0.048	1	4.909187243211515	
29	FAST	2	71	0.43263050137245695	0.048	1	4.37536200324449	
30	FAST	2	72	0.3002858035948819	0.0	0	6.379301287087771	
31	FAST	2	73	0.2035572098999793	0.0	0	16.11478508477124	
32	FAST	2	74	0.21505090436637914	0.0	0	10.090107405458756	
33	FAST	2	75	0.2760198696420584	0.0	0	9.684765551586127	
34	FAST	2	76	0.3137503451704458	0.0	0	7.315861132732678	
35	FAST	2	77	0.3580397650541296	0.0	0	5.474752582157154	
36	FAST	3	4	0.04596140765847902	0.0	0	35.35280359065843	
37	FAST	3	5	0.08093752715814509	0.0	0	18.455280234940922	
38	FAST	3	6	0.18231210638901338	0.0	0	8.104183433497752	
39	FAST	3	7	0.06852057262560743	0.0	0	25.123643269256995	
40	FAST	3	8	0.04148820394371095	0.0	0	38.2793621163129	
41	FAST	3	23	0.253869190371492	0.0	43	5.4582049983610785	
42	FAST	3	68	0.3624783762095865	0.048	41	8.727662655807626	
43	FAST	3	69	0.3866275625916361	0.048	2	6.4317834254123225	
44	FAST	3	70	0.424054534998753	0.048	0	4.95263267513716	
45	FAST	3	71	0.42731742112785376	0.048	0	4.553416264110238	
46	FAST	3	72	0.30422229677540974	0.0	0	6.095819610622373	
47	FAST	3	73	0.20749369141026527	0.0	0	15.660279326616655	
48	FAST	3	74	0.2189873742064232	0.0	0	10.088238019821212	
49	FAST	3	75	0.27995636282258624	0.0	0	9.571815700050013	
