id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	0	57.1280259787692	
2	FAST	1	3	0.027987052819351734	0.0	0	44.29336802137239	
3	FAST	1	4	0.07302656972007415	0.0	0	15.938928807695504	
4	FAST	1	5	0.10800269310982086	0.0	0	9.948921270830118	
5	FAST	1	6	0.2005826597473596	0.0	1	4.488660803042622	
6	FAST	1	7	0.05791240055316788	0.0	0	24.749426232716715	
7	FAST	1	8	0.06855335822514483	0.0	0	16.898570924998047	
8	FAST	1	68	0.36490858423453987	0.048	0	5.0214295612647835	
9	FAST	1	69	0.40115801759656244	0.048	1	3.1396710596222297	
10	FAST	1	70	0.423550267947518	0.048	0	2.191222132776857	
11	FAST	1	71	0.44235053412726005	0.048	0	2.4696713021895986	
12	FAST	1	72	0.28733633203502157	0.0	0	4.712094484592159	
13	FAST	1	73	0.1906077266698771	0.0	0	14.210212602047998	
14	FAST	1	74	0.20210142113627694	0.0	0	9.00588095808618	
15	FAST	1	75	0.2630703980821981	0.0	0	7.4542282673057825	
16	FAST	1	76	0.3008008736105855	0.0	0	6.1464664429748925	
17	FAST	1	77	0.3450902934942693	0.0	0	3.77873107359151	
18	FAST	1	78	0.36284036573475764	0.0	0	3.11272184089272	
19	FAST	2	3	0.007516752227496343	0.0	0	165.25937105629717	
20	FAST	2	4	0.05255626523813813	0.0	0	23.4425376519701	
21	FAST	2	5	0.08753238084772358	0.0	0	13.509513142041778	
22	FAST	2	6	0.18130277439888826	0.0	2	5.572681759077977	
23	FAST	2	7	0.06458409111532147	0.0	0	21.159509044444324	
24	FAST	2	8	0.04808305763328943	0.0	0	25.86522855858788	
25	FAST	2	23	0.24993272053144797	0.0	1082	3.1184195315669863	
26	FAST	2	68	0.36470401260312413	0.048	4	3.966563993098708	
27	FAST	2	69	0.391780317504476	0.048	731	3.42006622254914	
28	FAST	2	70	0.4257275325971185	0.048	347	2.262141744465138	
29	FAST	2	71	0.43263050137245695	0.048	1	2.0520313562535013	
30	FAST	2	72	0.3002858035948819	0.0	0	3.7192791743891727	
31	FAST	2	73	0.2035572098999793	0.0	0	11.021947495469215	
32	FAST	2	74	0.21505090436637914	0.0	0	7.291873976256782	
33	FAST	2	75	0.2760198696420584	0.0	0	6.717019275725578	
34	FAST	2	76	0.3137503451704458	0.0	0	5.646372512126844	
35	FAST	2	77	0.3580397650541296	0.0	0	3.4390891830167445	
36	FAST	3	4	0.04596140765847902	0.0	0	25.37795227685982	
37	FAST	3	5	0.08093752715814509	0.0	0	13.243563846815777	
38	FAST	3	6	0.18231210638901338	0.0	4	5.799874324972223	
39	FAST	3	7	0.06852057262560743	0.0	0	17.30783649476503	
40	FAST	3	8	0.04148820394371095	0.0	0	32.225387365149984	
41	FAST	3	23	0.253869190371492	0.0	120	3.787489902830687	
42	FAST	3	68	0.3624783762095865	0.048	1	5.1170205234361115	
43	FAST	3	69	0.3866275625916361	0.048	96	3.6878742546937664	
44	FAST	3	70	0.424054534998753	0.048	27	2.781089428901531	
45	FAST	3	71	0.42731742112785376	0.048	0	2.2520731039031174	
46	FAST	3	72	0.30422229677540974	0.0	0	4.1265503525660385	
47	FAST	3	73	0.20749369141026527	0.0	0	11.059269303943681	
48	FAST	3	74	0.2189873742064232	0.0	0	6.282442106759566	
49	FAST	3	75	0.27995636282258624	0.0	0	5.6966744992133185	
50	FAST	3	76	0.3176868383509737	0.0	0	5.43673828657446	
51	FAST	3	77	0.36197625823465746	0.0	0	3.1964822737221343	
