id	x	y	type	qual	N	n_links	count	acc	
1	0.5290865972208558	0.08782825570975693	STD	0.10994441519403875	0	18	0	0.9451731264184017	
2	0.5301822646847826	0.10720123054485474	STD	0.23647367632489025	0	18	59	0.9610200899648003	
3	0.5333754021576235	0.11316317727647134	STD	0.6188540959894699	0	18	145	0.9677546249920933	
4	0.5228257638719125	0.1527978029111725	STD	0.700592993149858	0	17	238	0.9721581108957966	
5	0.5110057050013014	0.18322738970304364	STD	0.9327703667353098	2	19	951	0.9421475437530156	
6	0.46055093200691144	0.23803676739353677	STD	0.879185026455191	0	15	9	0.9704255868731209	
7	0.49049816672070146	0.0769888854245772	STD	0.8533185688217568	1	16	578	0.9702071139305142	
8	0.5243639373822653	0.14811813155714765	STD	0.2625603827691443	0	18	71	0.9679813083921677	
9	0.4372574223741947	0.2995079543610299	STD	0.5391107367062142	0	16	5	0.9705526929257888	
10	0.41937970228563354	0.33373740205414487	STD	0.704246095830571	0	15	0	0.9553836871779238	
11	0.4998163145722239	0.3654513890156738	STD	0.9933324101534793	0	15	1	0.927185085921258	
12	0.515877597084288	0.3934792280858458	STD	0.951939958710017	0	12	0	0.945893187957804	
13	0.527761674424959	0.4273044524055435	STD	0.6361508211182751	0	11	0	0.9711349804010514	
14	0.5279485391483765	0.45960239084181165	STD	0.6935236946843941	0	12	0	0.8898659557194136	
15	0.5178388115657108	0.47324318956320754	STD	0.425069477686135	0	12	0	0.9695304335852774	
16	0.4983862803694047	0.5086814241359012	STD	0.7140854186970902	0	11	0	0.9661001781600664	
17	0.19045354636733625	0.002995199780724391	STD	0.6219192316834772	11	5	353	0.9777715951565019	
18	0.260845314655781	0.09852695010641736	STD	0.7606498045408552	0	7	101	0.977130630623769	
19	0.23158108780837086	0.14021317238405023	STD	0.5778467737161097	6	10	718	0.980193386018904	
20	0.2801200648305022	0.15889412442380177	STD	0.10452523149247117	0	8	40	0.9620057169177326	
21	0.23191891500510464	0.15860984189908572	STD	0.7786395459663331	25	10	826	0.9792248766679991	
22	0.24223756772992455	0.18442460012929646	STD	0.9054250805866255	6	8	409	0.9747209685242697	
23	0.368004880062751	0.2085094845428714	STD	0.9758551256526458	1	17	1447	0.9571452940473433	
24	0.3719839740227433	0.2215652327591495	STD	0.5115515536493871	1	17	350	0.9779324732497195	
25	0.3455553328417463	0.2744769879628167	STD	0.5500879239162211	0	15	248	0.9784144835661482	
26	0.44093575929207557	0.3712978642887976	STD	0.44394876026177243	0	15	0	0.966760409920556	
27	0.36967671375721445	0.41015518237073767	STD	0.201191696096938	0	14	1	0.9148790067555257	
28	0.1573274485692997	0.4835700453482871	STD	0.705999057162997	0	1	0	0.9704678146238939	
29	0.36716528647906305	0.4179604961228007	STD	0.48091939473222123	0	13	0	0.9699054405924938	
30	0.22100419841716157	0.4019146525885682	STD	0.35277694220778577	0	4	0	0.9668271567511287	
31	0.47787268628758284	0.5480021666943438	STD	0.7032726674601113	0	11	0	0.9613630735839342	
32	0.46676331894608003	0.6284350713290916	STD	0.570070482893547	0	7	0	0.9544690319742688	
33	0.4608416104655608	0.7277137825604496	STD	0.43298924311489406	0	7	1	0.9732554377997168	
34	0.4626107695368043	0.8130296791693479	STD	0.4211164052357912	8	15	910	0.9802943389986707	
35	0.41096732927400903	0.7751332799821633	STD	0.6930113663664423	9	12	168	0.9781460580298198	
36	0.28631860993830643	0.7727157794916976	STD	0.6530267711193929	2	9	262	0.9816864034853432	
37	0.2593266062207844	0.7914395937162324	STD	0.17083468359145781	3	9	552	0.9768289332064616	
38	0.22221233076092273	0.8261440423391756	STD	0.7198007451557684	19	9	1203	0.9647043942097403	
39	0.1527652674630883	0.8358499459600879	STD	0.6643271024414321	17	8	1069	0.9745902549205349	
40	0.28962421229098206	0.869035900942634	STD	0.9476520586680914	0	10	2068	0.9781933689473555	
41	0.3153375768362312	0.8870629299068465	STD	0.17847599834583883	0	11	83	0.9780181329168723	
