id	x	y	type	qual	N	n_links	count	acc	
1	0.5290865972208558	0.08782825570975693	STD	0.5865040608741718	0	18	0	0.7719264443310078	
2	0.5301822646847826	0.10720123054485474	STD	0.2642826011710335	0	18	0	0.9097608460420933	
3	0.5333754021576235	0.11316317727647134	STD	0.5442568617758046	0	18	48	0.9556533997820313	
4	0.5228257638719125	0.1527978029111725	STD	0.3673085915235428	0	17	24	0.9534895156097312	
5	0.5110057050013014	0.18322738970304364	STD	0.7081721949976028	4	19	4224	0.9734057575990714	
6	0.46055093200691144	0.23803676739353677	STD	0.7428940391407279	0	15	1	0.9799552869394264	
7	0.49049816672070146	0.0769888854245772	STD	0.07815033643140445	0	16	5	0.8342889366611582	
8	0.5243639373822653	0.14811813155714765	STD	0.8343093037661646	0	18	421	0.9732795922500176	
9	0.4372574223741947	0.2995079543610299	STD	0.2804893214819322	0	16	5	0.9776892022824553	
10	0.41937970228563354	0.33373740205414487	STD	0.6740453270594	0	15	4	0.9509089289041308	
11	0.4998163145722239	0.3654513890156738	STD	0.6038547056591463	0	15	4	0.9768319893683354	
12	0.515877597084288	0.3934792280858458	STD	0.5107633442425115	0	12	1	0.8983740665059257	
13	0.527761674424959	0.4273044524055435	STD	0.2701113897463494	0	11	0	0.7613780696958263	
14	0.5279485391483765	0.45960239084181165	STD	0.9858085048350576	0	12	0	0.898924144128056	
15	0.5178388115657108	0.47324318956320754	STD	0.09033950045375305	0	12	0	0.6875229297768313	
16	0.4983862803694047	0.5086814241359012	STD	0.11973315583237465	0	11	0	0.6761963790563635	
17	0.19045354636733625	0.002995199780724391	STD	0.10940400356839564	0	6	81	0.7884351308137959	
18	0.260845314655781	0.09852695010641736	STD	0.2165603361895443	0	7	2	0.8924075974522625	
19	0.23158108780837086	0.14021317238405023	STD	0.7883228007217098	0	11	1402	0.9034239567798598	
20	0.2801200648305022	0.15889412442380177	STD	0.5324140590654582	0	8	13	0.9790646229893926	
21	0.23191891500510464	0.15860984189908572	STD	0.8247464681172607	1	11	1457	0.9319166683514492	
22	0.24223756772992455	0.18442460012929646	STD	0.1229067756342539	9	9	574	0.9579916336747769	
23	0.368004880062751	0.2085094845428714	STD	0.20322491015450628	2	17	317	0.9765171202935541	
24	0.3719839740227433	0.2215652327591495	STD	0.3981425405102377	0	17	229	0.9736393059180287	
25	0.3455553328417463	0.2744769879628167	STD	0.8785416831416581	58	15	4231	0.9824039241805279	
26	0.44093575929207557	0.3712978642887976	STD	0.419404125150606	0	15	1	0.9396074521785333	
27	0.36967671375721445	0.41015518237073767	STD	0.4771485614634725	0	14	16	0.9202165206062022	
28	0.1573274485692997	0.4835700453482871	STD	0.9231437770057844	0	3	93	0.895529336360843	
29	0.36716528647906305	0.4179604961228007	STD	0.5783460684436315	0	13	7	0.9177090814019438	
30	0.22100419841716157	0.4019146525885682	STD	0.9259080017288814	2	6	1385	0.9392045827636248	
31	0.47787268628758284	0.5480021666943438	STD	0.5458242033588159	0	11	0	0.9691222579992631	
32	0.46676331894608003	0.6284350713290916	STD	0.6130084333490653	0	7	0	0.9673851515842776	
33	0.4608416104655608	0.7277137825604496	STD	0.7865981682299406	0	7	0	0.9686984975347429	
34	0.4626107695368043	0.8130296791693479	STD	0.07692161658843721	0	15	28	0.7238963004512445	
35	0.41096732927400903	0.7751332799821633	STD	0.7771378268824496	0	12	4	0.8645741671551647	
36	0.28631860993830643	0.7727157794916976	STD	0.09520386973436112	0	9	9	0.7643601372330392	
37	0.2593266062207844	0.7914395937162324	STD	0.7206308590591721	0	7	7	0.8326742181562035	
38	0.22221233076092273	0.8261440423391756	STD	0.5996313159577353	0	6	0	0.9282462269055305	
39	0.1527652674630883	0.8358499459600879	STD	0.6752785132127248	0	6	295	0.9150447237210717	
40	0.28962421229098206	0.869035900942634	STD	0.40291256363932226	0	9	73	0.7257748038155718	
41	0.3153375768362312	0.8870629299068465	STD	0.70174161113014	0	11	205	0.845698777444996	
42	0.38914135655596416	0.9106268739207488	STD	0.6863129132680159	0	13	4	0.9692666562748453	
43	0.48046327153884866	0.8968259831074697	STD	0.6837308483203681	4	13	248	0.9526411527700684	
44	0.49826819224557845	0.9044854921625778	STD	0.03728819524599625	0	14	11	0.7233983679639401	
45	0.530170585639569	0.9121028717198222	STD	0.7312464622689532	0	15	7	0.9609436677921877	
46	0.4847793275811146	0.9204492747618408	STD	0.6530616063267429	0	10	1	0.9453479811003432	
47	0.5764771347969846	0.9306369200322399	STD	0.2292164453240968	0	15	0	0.8673910485835955	
48	0.6001695919630531	0.9436531031548717	STD	0.23347483656613388	0	15	0	0.8628913031684431	
49	0.5600944622629316	0.9598293649607524	STD	0.8668544794720312	0	13	0	0.9518236446303415	
50	0.676757136993029	0.9547977108106617	STD	0.915738520207898	0	12	0	0.779594525707539	
51	0.7136194046106153	0.9998054959685726	STD	0.40489760847449396	0	9	0	0.9355277550730692	
52	0.7111205214921377	0.9245728367440629	STD	0.8787303233306019	0	11	0	0.8805813852022251	
53	0.7026486286056469	0.8985914288740412	STD	0.6733055743770187	0	13	0	0.9006265770330308	
54	0.6841337084613773	0.8734880730081942	STD	0.2758217858369685	0	15	0	0.8202289852262895	
55	0.7487391586823343	0.8203755982229649	STD	0.5779204132722486	0	12	0	0.9092603359547727	
56	0.6913128608098928	0.8026145346104842	STD	0.2577687370755013	0	18	0	0.8457622795220942	
57	0.7062995413951377	0.7555676817559628	STD	0.7545903534880585	0	15	0	0.9534085234387026	
58	0.6946833467470882	0.6969819624143379	STD	0.01811330240805753	0	14	0	0.6931521948808396	
59	0.7445355675199029	0.6959235961593058	STD	0.4035411907506592	0	8	0	0.9405361519190902	
