rstdd_cap	rstdd_n_loc	rstdd_n_link	rstdd_n_contacts	rstdd_n_steps	rstdd_freq_plan	rstdd_acc_c	rstdd_acc_l	rstdd_n_plan	rstdd_acc_c_m	rstdd_acc_l_m	rstdd_n_loc_m	rstdd_n_link_m	rstdd_count	rstdd_traffic	rstdd_N	
0.0	0.020876615605062602	0.17632109144953362	0.40306013653372036	0.28290589532618304	0.0997642424444958	0.0025146754035334016	0.037913700046886864	0.9226476703506404	0.03915827532233339	0.1331176318632157	0.3292500129114487	0.7107341732870099	1.7784726396662494	NaN	1.8298549480967696	
0.0	0.021996869640014148	0.18085287741151557	0.4238300951287705	0.28299830758224115	0.10029434819838676	0.0024867948359860964	0.039966522502517234	0.9752599310672332	0.03889693100071692	0.18561913891680729	0.3543196147625059	0.7785373407895931	1.695333299452839	NaN	1.9492793104164918	
0.0	0.02020704221031998	0.18045088722083172	0.4431567246332111	0.27059577172520227	0.10609033919139446	0.0024068491192192386	0.039001584028961256	1.0192620986607113	0.03817349085536976	0.13761315170014288	0.3356022163388859	0.75960784961152	1.880179650285326	NaN	1.9217557576616644	
0.0	0.014926601161809433	0.05116171475900455	0.5629225933722883	0.14159112294233725	0.05293345261982774	0.0016249473791379954	0.018426095709389783	0.7068058215996763	0.013594193997180858	0.0688945216988392	0.2354114777021243	0.42065720933792217	2.3701220865541925	NaN	2.221349452336627	
0.0	0.006934881210240193	0.028970371994036556	0.52240106102816	0.13561085103257287	0.05174765123643364	0.0015255453440305717	0.01599528791756773	0.7584667027170242	0.02280021006538938	0.1049603740580976	0.24492179418686502	0.4644633478295465	2.126061238114288	NaN	2.4448888179960075	
0.0	0.008431735040791604	0.037777307204197176	0.5946298010252938	0.1435748500532566	0.053068314566101345	0.001362069161237963	0.02102566418178537	0.7359908441008953	0.020084087251127137	0.08346660399099283	0.2405659813858919	0.4364686245341585	1.547690038016823	NaN	2.1875773375126966	
0.0	0.07019162312766837	0.22462799250217663	0.45196278170705034	0.20518213176147285	0.07539832982054966	0.006581095123092818	0.04150270149944146	0.8383290318033544	0.024031134251192143	0.08339021594237363	0.2863197435109336	0.4601637228329915	1.664242323917805	NaN	1.844851127038387	
0.0	0.06348486396779204	0.21760447241024508	0.4531960012184578	0.2142850156161945	0.07526882154576475	0.005511120495683454	0.040731685838822994	0.841446085692909	0.025304146691722207	0.0849678398703875	0.2950977586261011	0.4542030415337444	1.652466009345294	NaN	1.672774392003746	
0.0	0.06821698200779441	0.22525484085387112	0.49495495046598825	0.21417359726507987	0.07002345238584633	0.005349392845045841	0.04420803494117868	0.8392923026423534	0.026056772970397202	0.07895989646353083	0.2960812432978258	0.4976919552045897	1.691480644333555	NaN	1.9316652900238511	
0.0	0.010491909651607163	0.039267894959093975	0.5781084797883332	0.15060954017042963	0.045225633311242984	0.0015138020787160626	0.012978291839714827	0.7006282155745647	0.014192100520358552	0.03707010450659268	0.1864457757536004	0.351209362916399	1.602625665087835	NaN	1.8667837721976857	
0.0	0.010171940060502881	0.0335988929285575	0.5505605314264327	0.15959957491953106	0.04744311990921056	0.0013316884665109815	0.014267079821156952	0.7088260024127767	0.015790191872232608	0.039066317752187864	0.20838381651578314	0.3691959063833083	1.6008822727319303	NaN	1.9604368163909667	
0.0	0.0058565885676625405	0.030811992693888835	0.5726138090733641	0.15729009731435875	0.044892552464310224	0.0011590735797788975	0.012190641884957205	0.7426240560946215	0.01717131592162604	0.03891601285342609	0.23351835675332933	0.40614576620268766	1.5704545731916297	NaN	2.0635705380304348	
0.0	0.01975598236550908	0.18247075624226558	0.4205013992282071	0.2751296536768236	0.10691708751593672	0.0023490762448427484	0.038071461820309085	1.0222164298661265	0.03386050401797455	0.1401857721883135	0.3520857273027301	0.7833916243406841	1.7083444646850634	NaN	1.9049550849514172	
0.0	0.01768944070385016	0.16792346597533556	0.392169001996551	0.27603074709234077	0.10062124145786608	0.0021514393192440017	0.037949806275779485	1.0132680083770909	0.04014482389981169	0.1506467045571659	0.35930512578019624	0.7689796829198765	1.6858727260289428	NaN	1.9160521355204942	
0.0	0.019494025022050752	0.16969869387865624	0.4027600274308553	0.27305174537621907	0.10416589561469508	0.002493103263921454	0.03855614443285102	0.9726787790610548	0.041776576450857826	0.15827756583578442	0.34881329695885877	0.7588111731863639	1.7558906386524527	NaN	1.8869669956904411	
0.0	0.00832045812024587	0.03830144981748731	0.556521574812847	0.1386285525261756	0.05116611920561976	0.001132555134444497	0.018845430450595897	0.742007231196113	0.02342614357865481	0.09918528115576211	0.26507751500422166	0.4748149764754747	1.8797280271063679	NaN	2.151544317878437	
0.0	0.005108407208429044	0.025025831603994488	0.5529633446018193	0.13844633288705432	0.053455978653153366	0.0012286396373700132	0.01624226708164693	0.6937074628694414	0.019241622454794667	0.07309395482958134	0.2367968103521696	0.4382701412177246	1.82038090354831	NaN	1.9655244917036474	
0.0	0.011384821839369548	0.044277560723461715	0.5596056339816896	0.13279417067375252	0.05373718188735252	0.0017094552966484097	0.02051753264971852	0.7332626896307239	0.026552218444367233	0.08481991235237855	0.2774454901763546	0.4952176995214397	1.9226784853324328	NaN	2.3571946439953715	
0.0	0.07192867195957256	0.2265763533879567	0.4908970463281882	0.2065160593747086	0.07776926702084665	0.005851197528701301	0.04105450490006638	0.7917370777610643	0.024285801446764173	0.07966374187117481	0.2827788984878847	0.42984292736795815	1.7133867353770496	NaN	1.781648272612754	
0.0	0.06992251767737276	0.22487389585853407	0.4567238633417173	0.20507820152508083	0.07592510078674544	0.005735261604389782	0.03968891871354185	0.8532438374411915	0.026143972722228872	0.0833498639396946	0.2931566387515405	0.46342825719139225	1.7100722527380168	NaN	1.8014337995965832	
0.0	0.06842890684169356	0.22953367225285917	0.4670892792033316	0.2043295131139633	0.07357892884227907	0.005551467996548905	0.04193054429539149	0.8511458983462548	0.026135605720727765	0.08292178780209704	0.30062320039617024	0.46374641055335136	1.728625637108162	NaN	2.0080587033395063	
0.0	0.013049320018551868	0.043460730353112105	0.5787248658489981	0.14835136531830537	0.048581674360648607	0.0012937972188199625	0.013657581911609538	0.7128371240681174	0.013058242858650116	0.03799258255801231	0.2011875696859431	0.38648651200938977	1.6071814408453806	NaN	2.1157340451480495	
0.0	0.012469640428489602	0.04257207161181289	0.6000586867626787	0.15032704198903155	0.04605367633114169	0.001480076615396252	0.01264592560336903	0.7377057127468059	0.01674316888508422	0.03474842518094755	0.20950866941455037	0.3586934723123147	1.663351757790193	NaN	2.2016313737060162	
0.0	0.007139485202462606	0.03312734104056493	0.5752735819880728	0.14748469963386554	0.04471139125069293	0.0012285061044861214	0.013698429289916773	0.7150325234326781	0.015786544733128058	0.03620093523160139	0.20987630116578382	0.39884571091590415	1.5529412892331063	NaN	2.0017933541986026	
0.0	0.02130377896868774	0.17448559623273616	0.40487053832227216	0.2823917046924992	0.10473386126567165	0.002458863045352677	0.03810319088878862	0.9602605012753915	0.035375324931179494	0.1350114988297771	0.3587783518309437	0.7728297735816718	1.765339037096784	NaN	1.8477252658700214	
0.0	0.021577879414613334	0.1779797986128707	0.4373770950158478	0.2837756215324206	0.10346456703564257	0.0023170916874432927	0.03950598135309499	0.94353720875544	0.03743833915274921	0.14087915356816638	0.34530874621013435	0.7456894854255868	1.7105952877906665	NaN	1.836906862878207	
0.0	0.018508640676008853	0.17251534057969944	0.4444219180044518	0.2827278419942027	0.10347112549556245	0.002030414778609977	0.03825255326439005	0.9506928875184756	0.03873255391316552	0.13927458128989875	0.33146454262652447	0.7271341481453528	1.876928379108395	NaN	1.8358020470538325	
0.0	0.009189743261104718	0.033949881277472525	0.5532738684693357	0.1498449560097765	0.05577382386191343	0.0014971448459062547	0.018029217966505903	0.7333047389813941	0.02443640427221695	0.12210075350067878	0.259584614919585	0.48740824866747345	2.3744515188895283	NaN	2.1265543534868407	
0.0	0.006110616542470178	0.02974777668486771	0.5395121642456904	0.14595840888114403	0.05282035323536784	0.0012022058580382386	0.017492221816616655	0.7206486355663263	0.01804793475753657	0.07013624706481109	0.25839351403688443	0.4422087964048185	2.1000592023734357	NaN	2.169954996697643	
0.0	0.014647369072920755	0.03882056344925665	0.5800960266001969	0.14608652280445972	0.05211433602589645	0.0011051574536099736	0.01774342427441087	0.71738482066555	0.021706940716549085	0.08009807908634434	0.24618375788267566	0.4477002889558545	1.5619823664387085	NaN	2.1100882600463335	
0.0	0.06630802171722475	0.22419468729088063	0.44903063665289134	0.2148887648799472	0.07518063188319156	0.005691007352056867	0.040960325698476685	0.819117128103391	0.024156543151258755	0.08279562026801972	0.276167260917532	0.42220988655381314	1.6678116883295713	NaN	1.800625442089552	
0.0	0.06996572023835096	0.22473421802753019	0.4705013497820017	0.21318643270667068	0.07523649625470846	0.006069005596263734	0.040534976764485156	0.8921299542188298	0.024057498521859712	0.08276272731732971	0.30235082224532867	0.4953274956115769	1.6649303377455815	NaN	1.9480853652107877	
0.0	0.06535414557108225	0.22177214357923603	0.4856178599049522	0.2113169751624507	0.0768547487673732	0.005699019987187226	0.04031942718748409	0.8556610026490798	0.026871746067029613	0.08565325036673327	0.3018671746205866	0.44679096711641253	1.7113349655761605	NaN	1.771970522737893	
0.0	0.00707560251095442	0.03592422588540808	0.5942833120922358	0.16073147495911236	0.04621407062673729	0.0012221783159836487	0.013653161892541382	0.7220987766706374	0.013437198466539126	0.03928947844931164	0.19347515875650637	0.3650786077601048	1.5967416430154744	NaN	1.8817953499262594	
0.0	0.008933225519109819	0.03298110201511996	0.5672665891377112	0.15891909780124247	0.0471216789859886	0.001403610910736946	0.01315427727183777	0.678467399707834	0.014776041283257556	0.03546912920191435	0.1925214267031564	0.36038107749059634	1.6034936989045954	NaN	1.9620120409869612	
0.0	0.010465604618365298	0.04401786469765811	0.6116536918302651	0.16208452296287681	0.04701485133052188	0.0011646218413460527	0.013547802214967698	0.6876231347835957	0.014583770807950409	0.03971251502733855	0.20089842689892207	0.3851035118863406	1.5587911345522194	NaN	2.066672638968353	
