id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	0	71.59482616216806	
2	FAST	1	3	0.027987052819351734	0.0	0	54.96298470982651	
3	FAST	1	4	0.07302656972007415	0.0	0	20.98702681666258	
4	FAST	1	5	0.10800269310982086	0.0	0	13.321167685213371	
5	FAST	1	6	0.2005826597473596	0.0	0	6.243859713501245	
6	FAST	1	7	0.05791240055316788	0.0	0	33.99343523006613	
7	FAST	1	8	0.06855335822514483	0.0	0	21.461444913264472	
8	FAST	1	68	0.36490858423453987	0.048	0	8.598312606603402	
9	FAST	1	69	0.40115801759656244	0.048	0	5.6893441331871015	
10	FAST	1	70	0.423550267947518	0.048	0	5.249369002990827	
11	FAST	1	71	0.44235053412726005	0.048	0	4.5358857735512546	
12	FAST	1	72	0.28733633203502157	0.0	0	6.666569555997546	
13	FAST	1	73	0.1906077266698771	0.0	0	21.822403466403905	
14	FAST	1	74	0.20210142113627694	0.0	0	12.464246364302781	
15	FAST	1	75	0.2630703980821981	0.0	0	10.53184514635033	
16	FAST	1	76	0.3008008736105855	0.0	0	7.8897289902534045	
17	FAST	1	77	0.3450902934942693	0.0	0	5.565313077911605	
18	FAST	1	78	0.36284036573475764	0.0	0	4.55910342018955	
19	FAST	2	3	0.007516752227496343	0.0	0	209.34075651469504	
20	FAST	2	4	0.05255626523813813	0.0	0	30.522346654746833	
21	FAST	2	5	0.08753238084772358	0.0	0	16.989294621546488	
22	FAST	2	6	0.18130277439888826	0.0	0	7.579181113702743	
23	FAST	2	7	0.06458409111532147	0.0	0	25.99425247237047	
24	FAST	2	8	0.04808305763328943	0.0	0	34.13182255975526	
25	FAST	2	23	0.24993272053144797	0.0	3423	1.7556961793568124	
26	FAST	2	68	0.36470401260312413	0.048	3406	1.6823832203816704	
27	FAST	2	69	0.391780317504476	0.048	0	6.681734265913456	
28	FAST	2	70	0.4257275325971185	0.048	2	4.995317741483235	
29	FAST	2	71	0.43263050137245695	0.048	1	4.55139803383328	
30	FAST	2	72	0.3002858035948819	0.0	0	6.012957293152108	
31	FAST	2	73	0.2035572098999793	0.0	0	15.541735427690533	
32	FAST	2	74	0.21505090436637914	0.0	0	10.063755798582578	
33	FAST	2	75	0.2760198696420584	0.0	0	9.246327799501934	
34	FAST	2	76	0.3137503451704458	0.0	0	7.800351629530025	
35	FAST	2	77	0.3580397650541296	0.0	0	5.363006672794935	
36	FAST	3	4	0.04596140765847902	0.0	0	32.51477200009218	
37	FAST	3	5	0.08093752715814509	0.0	0	16.543083163505838	
38	FAST	3	6	0.18231210638901338	0.0	0	8.112909601667383	
39	FAST	3	7	0.06852057262560743	0.0	0	24.973423192936067	
40	FAST	3	8	0.04148820394371095	0.0	0	37.01335559177418	
41	FAST	3	23	0.253869190371492	0.0	193	4.882131446396409	
42	FAST	3	68	0.3624783762095865	0.048	192	7.578549325669263	
43	FAST	3	69	0.3866275625916361	0.048	1	6.916383679947601	
44	FAST	3	70	0.424054534998753	0.048	0	4.711116437262489	
45	FAST	3	71	0.42731742112785376	0.048	0	5.030669327432155	
46	FAST	3	72	0.30422229677540974	0.0	0	6.061259948261096	
47	FAST	3	73	0.20749369141026527	0.0	0	15.576791850817143	
48	FAST	3	74	0.2189873742064232	0.0	0	9.429833091418176	
49	FAST	3	75	0.27995636282258624	0.0	0	8.815982514480485	
50	FAST	3	76	0.3176868383509737	0.0	0	7.524945172987133	
51	FAST	3	77	0.36197625823465746	0.0	0	5.7992414796420055	
52	FAST	4	5	0.03612179881582182	0.0	0	42.75525296380944	
53	FAST	4	6	0.131309053093839	0.0	0	11.649933607639237	
54	FAST	4	7	0.11268187659387058	0.0	0	15.60279585176785	
55	FAST	4	8	0.007503043583361338	0.0	0	300.64642429330917	
56	FAST	4	9	0.19906910328632327	0.0	0	6.375062193965446	
57	FAST	4	23	0.20219244902298494	0.0	162	6.425879343917663	
58	FAST	4	24	0.1883962275027891	0.0	11	6.677938397518893	
59	FAST	4	68	0.38518730849483807	0.048	169	6.48764300062331	
60	FAST	4	69	0.38862564188147486	0.048	2	6.729541476058573	
61	FAST	4	71	0.42626530464684514	0.048	2	4.849377399108342	
62	FAST	4	73	0.25165497981820595	0.0	0	9.407477817048706	
63	FAST	4	74	0.26314868595484764	0.0	0	6.362016736691052	
64	FAST	4	75	0.32411765123052694	0.0	0	6.459609882105526	
65	FAST	4	76	0.36184812675891437	0.0	0	5.629184351148395	
66	FAST	5	6	0.09695465406038882	0.0	0	17.551299189609445	
67	FAST	5	7	0.1480079633072034	0.0	0	11.155958310911878	
68	FAST	5	8	0.04282913807685543	0.0	0	36.3044728505401	
69	FAST	5	9	0.1647147042528731	0.0	0	8.66022275631221	
70	FAST	5	10	0.20580158024837855	0.0	1	6.187435616821753	
71	FAST	5	11	0.315176425388388	0.0	0	5.388224091306048	
72	FAST	5	23	0.1678380499895348	0.0	0	7.661439507755735	
73	FAST	5	24	0.1540418323594195	0.0	1	8.323135130373641	
74	FAST	5	25	0.21818540685428356	0.0	219	5.561882595934013	
75	FAST	5	68	0.41072317596004826	0.048	218	5.273559058217224	
76	FAST	5	69	0.4016265693558544	0.048	2	6.261372359661838	
77	FAST	5	71	0.4354848530175842	0.048	1	4.69031239495838	
78	FAST	5	73	0.2869810937621032	0.0	0	6.752658298841114	
79	FAST	5	74	0.2984747765582611	0.0	0	4.936958753995553	
80	FAST	5	75	0.3594437418339404	0.0	0	4.878535441415789	
81	FAST	6	7	0.22348282140222536	0.0	0	6.676188432117374	
82	FAST	6	8	0.1367366608602571	0.0	0	11.077476665474183	
83	FAST	6	9	0.07023925303818712	0.0	0	20.206523741873085	
84	FAST	6	10	0.11132612125353132	0.0	0	12.075629045168801	
85	FAST	6	11	0.2207009547232989	0.0	0	8.829424252293213	
86	FAST	6	12	0.25762382228263525	0.0	0	6.721752111254952	
87	FAST	6	23	0.1142018866986697	0.0	0	12.341851867533112	
88	FAST	6	24	0.1001154807239066	0.0	0	14.700139414198063	
