id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	0	65.7699364501251	
2	FAST	1	3	0.027987052819351734	0.0	0	50.47845675299423	
3	FAST	1	4	0.07302656972007415	0.0	0	18.67434827468464	
4	FAST	1	5	0.10800269310982086	0.0	0	11.560465220860847	
5	FAST	1	6	0.2005826597473596	0.0	0	5.5553003231705285	
6	FAST	1	7	0.05791240055316788	0.0	0	30.265853440468266	
7	FAST	1	8	0.06855335822514483	0.0	0	19.81048068490786	
8	FAST	1	68	0.36490858423453987	0.048	0	7.67985391140973	
9	FAST	1	69	0.40115801759656244	0.048	0	4.875090603074734	
10	FAST	1	70	0.423550267947518	0.048	0	3.8011111028585853	
11	FAST	1	71	0.44235053412726005	0.048	0	3.5236627939081115	
12	FAST	1	72	0.28733633203502157	0.0	0	5.501714383007787	
13	FAST	1	73	0.1906077266698771	0.0	0	17.963193587163875	
14	FAST	1	74	0.20210142113627694	0.0	0	10.025371939323314	
15	FAST	1	75	0.2630703980821981	0.0	0	8.904403689092215	
16	FAST	1	76	0.3008008736105855	0.0	0	6.734984593264218	
17	FAST	1	77	0.3450902934942693	0.0	0	4.831280806336905	
18	FAST	1	78	0.36284036573475764	0.0	0	3.933755349792801	
19	FAST	2	3	0.007516752227496343	0.0	0	197.13397401269123	
20	FAST	2	4	0.05255626523813813	0.0	0	27.502133269092496	
21	FAST	2	5	0.08753238084772358	0.0	0	15.604738656603262	
22	FAST	2	6	0.18130277439888826	0.0	0	6.961694811634309	
23	FAST	2	7	0.06458409111532147	0.0	0	24.847119605187547	
24	FAST	2	8	0.04808305763328943	0.0	0	28.99655850301176	
25	FAST	2	23	0.24993272053144797	0.0	1	4.349894706831734	
26	FAST	2	68	0.36470401260312413	0.048	0	7.307634113367069	
27	FAST	2	69	0.391780317504476	0.048	0	5.263602064232568	
28	FAST	2	70	0.4257275325971185	0.048	0	4.229997747493287	
29	FAST	2	71	0.43263050137245695	0.048	1	3.9091761163354626	
30	FAST	2	72	0.3002858035948819	0.0	0	5.840950286554804	
31	FAST	2	73	0.2035572098999793	0.0	0	13.908100088095852	
32	FAST	2	74	0.21505090436637914	0.0	0	8.899588328092403	
33	FAST	2	75	0.2760198696420584	0.0	0	7.992735670094436	
34	FAST	2	76	0.3137503451704458	0.0	0	6.621198604724868	
35	FAST	2	77	0.3580397650541296	0.0	0	4.524720314541311	
36	FAST	3	4	0.04596140765847902	0.0	0	29.979031511181688	
37	FAST	3	5	0.08093752715814509	0.0	0	16.18623699052403	
38	FAST	3	6	0.18231210638901338	0.0	0	7.070684969351132	
39	FAST	3	7	0.06852057262560743	0.0	0	20.7545212793928	
40	FAST	3	8	0.04148820394371095	0.0	0	33.682286272196286	
41	FAST	3	23	0.253869190371492	0.0	151	4.346927915291087	
42	FAST	3	68	0.3624783762095865	0.048	7	6.9026561050428095	
43	FAST	3	69	0.3866275625916361	0.048	10	5.711980578451677	
44	FAST	3	70	0.424054534998753	0.048	51	4.180339519062681	
45	FAST	3	71	0.42731742112785376	0.048	83	4.132914318424304	
46	FAST	3	72	0.30422229677540974	0.0	0	5.177970666919208	
47	FAST	3	73	0.20749369141026527	0.0	0	13.769716014956384	
48	FAST	3	74	0.2189873742064232	0.0	0	8.68381992103725	
49	FAST	3	75	0.27995636282258624	0.0	0	8.021663054318205	
50	FAST	3	76	0.3176868383509737	0.0	0	6.9437588371573495	
51	FAST	3	77	0.36197625823465746	0.0	0	4.555910367942256	
52	FAST	4	5	0.03612179881582182	0.0	0	38.554416013503726	
53	FAST	4	6	0.131309053093839	0.0	0	10.85450110207828	
54	FAST	4	7	0.11268187659387058	0.0	0	13.28852258889765	
55	FAST	4	8	0.007503043583361338	0.0	0	263.1132512112065	
56	FAST	4	9	0.19906910328632327	0.0	25	5.708727478890178	
57	FAST	4	23	0.20219244902298494	0.0	2	6.035528402822021	
58	FAST	4	24	0.1883962275027891	0.0	11	5.838128811613158	
59	FAST	4	68	0.38518730849483807	0.048	3	5.878136716578306	
60	FAST	4	69	0.38862564188147486	0.048	3	5.683113037871817	
61	FAST	4	71	0.42626530464684514	0.048	31	3.9181522081269398	
62	FAST	4	73	0.25165497981820595	0.0	0	8.407864902260227	
63	FAST	4	74	0.26314868595484764	0.0	0	5.690118849195151	
64	FAST	4	75	0.32411765123052694	0.0	0	5.904632940234045	
65	FAST	4	76	0.36184812675891437	0.0	0	4.787802628966457	
66	FAST	5	6	0.09695465406038882	0.0	0	15.57055410153002	
67	FAST	5	7	0.1480079633072034	0.0	0	9.89557970945056	
68	FAST	5	8	0.04282913807685543	0.0	0	33.39861849186797	
69	FAST	5	9	0.1647147042528731	0.0	0	7.593265056087783	
70	FAST	5	10	0.20580158024837855	0.0	13	5.536884112368746	
71	FAST	5	11	0.315176425388388	0.0	0	4.790946556878473	
