id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	0	79.02684719074726	
2	FAST	1	3	0.027987052819351734	0.0	0	60.1942408844364	
3	FAST	1	4	0.07302656972007415	0.0	0	22.10192721145968	
4	FAST	1	5	0.10800269310982086	0.0	0	13.988293207577215	
5	FAST	1	6	0.2005826597473596	0.0	3	7.339987946647869	
6	FAST	1	7	0.05791240055316788	0.0	0	36.13481619612331	
7	FAST	1	8	0.06855335822514483	0.0	0	23.699335415001464	
8	FAST	1	68	0.36490858423453987	0.048	0	9.551464677460386	
9	FAST	1	69	0.40115801759656244	0.048	3	7.023030157292564	
10	FAST	1	70	0.423550267947518	0.048	0	5.9012502722853135	
11	FAST	1	71	0.44235053412726005	0.048	0	4.873799500266579	
12	FAST	1	72	0.28733633203502157	0.0	0	7.539267267855535	
13	FAST	1	73	0.1906077266698771	0.0	0	22.87122154317902	
14	FAST	1	74	0.20210142113627694	0.0	0	13.039215297991197	
15	FAST	1	75	0.2630703980821981	0.0	0	11.978527439415599	
16	FAST	1	76	0.3008008736105855	0.0	0	9.42463418731273	
17	FAST	1	77	0.3450902934942693	0.0	0	5.816613017393216	
18	FAST	1	78	0.36284036573475764	0.0	0	5.344567602662263	
19	FAST	2	3	0.007516752227496343	0.0	0	221.98134133133587	
20	FAST	2	4	0.05255626523813813	0.0	0	32.298320615672026	
21	FAST	2	5	0.08753238084772358	0.0	0	18.25330535567591	
22	FAST	2	6	0.18130277439888826	0.0	0	8.292208035839936	
23	FAST	2	7	0.06458409111532147	0.0	0	28.824313217066553	
24	FAST	2	8	0.04808305763328943	0.0	0	37.44841964715984	
25	FAST	2	23	0.24993272053144797	0.0	7	5.807165394602483	
26	FAST	2	68	0.36470401260312413	0.048	0	9.664057157416313	
27	FAST	2	69	0.391780317504476	0.048	7	7.159379513911605	
28	FAST	2	70	0.4257275325971185	0.048	0	5.251776494775182	
29	FAST	2	71	0.43263050137245695	0.048	0	4.777978145726614	
30	FAST	2	72	0.3002858035948819	0.0	0	7.090912272814638	
31	FAST	2	73	0.2035572098999793	0.0	0	16.700331868256175	
32	FAST	2	74	0.21505090436637914	0.0	0	11.041004127799368	
33	FAST	2	75	0.2760198696420584	0.0	0	9.732513288616685	
34	FAST	2	76	0.3137503451704458	0.0	0	8.620122418149554	
35	FAST	2	77	0.3580397650541296	0.0	0	5.80675685146905	
36	FAST	3	4	0.04596140765847902	0.0	0	34.25908194444922	
37	FAST	3	5	0.08093752715814509	0.0	0	18.15194846757486	
38	FAST	3	6	0.18231210638901338	0.0	1	8.862252257806107	
