id	x	y	type	qual	N	n_links	count	acc	
1	0.5290865972208558	0.08782825570975693	STD	0.9310163468862871	0	18	3	0.9329728899069937	
2	0.5301822646847826	0.10720123054485474	STD	0.17445668211920573	0	18	7	0.8544025794521345	
3	0.5333754021576235	0.11316317727647134	STD	0.5812466296361065	2	18	36	0.9416679925500763	
4	0.5228257638719125	0.1527978029111725	STD	0.8129014646396548	0	17	873	0.7830159241831689	
5	0.5110057050013014	0.18322738970304364	STD	0.05494370737154264	2	19	105	0.7900144545882096	
6	0.46055093200691144	0.23803676739353677	STD	0.8810949775758408	0	15	7	0.9674834158583382	
7	0.49049816672070146	0.0769888854245772	STD	0.39614632709179487	0	16	11	0.9046465614907063	
8	0.5243639373822653	0.14811813155714765	STD	0.012311270948666575	0	18	4	0.6612343121833972	
9	0.4372574223741947	0.2995079543610299	STD	0.3876704018319832	0	16	0	0.9348394568919584	
10	0.41937970228563354	0.33373740205414487	STD	0.18999165366561965	0	15	0	0.8690635422828749	
11	0.4998163145722239	0.3654513890156738	STD	0.5483259949227886	0	15	0	0.9647656254386229	
12	0.515877597084288	0.3934792280858458	STD	0.9780971074943328	0	12	0	0.9007840375106456	
13	0.527761674424959	0.4273044524055435	STD	0.8360383636165827	0	11	0	0.906783542570577	
14	0.5279485391483765	0.45960239084181165	STD	0.43350087971433027	0	12	0	0.9297427413972007	
15	0.5178388115657108	0.47324318956320754	STD	0.5270858640835319	0	12	0	0.8061286187395703	
16	0.4983862803694047	0.5086814241359012	STD	0.6547283955607677	0	11	0	0.9582549650251002	
17	0.19045354636733625	0.002995199780724391	STD	0.277643199480091	0	4	0	0.9064646825500516	
18	0.260845314655781	0.09852695010641736	STD	0.48428247352426634	0	7	2	0.8918008506004972	
19	0.23158108780837086	0.14021317238405023	STD	0.31494026334274094	0	9	329	0.9063014394058555	
20	0.2801200648305022	0.15889412442380177	STD	0.7312592950113637	0	8	2	0.9361961018141796	
21	0.23191891500510464	0.15860984189908572	STD	0.4916398474708372	0	9	376	0.8534981464831892	
22	0.24223756772992455	0.18442460012929646	STD	0.285993851345526	5	8	350	0.9321676710693814	
23	0.368004880062751	0.2085094845428714	STD	0.14615450521523	0	17	546	0.788574713906679	
24	0.3719839740227433	0.2215652327591495	STD	0.03669623689614343	3	17	392	0.782704204546003	
25	0.3455553328417463	0.2744769879628167	STD	0.5321502938050446	0	15	106	0.8996452127572364	
26	0.44093575929207557	0.3712978642887976	STD	0.8263373610960036	0	15	0	0.9549562778787096	
27	0.36967671375721445	0.41015518237073767	STD	0.9046499722331771	0	14	0	0.9667974911899712	
28	0.1573274485692997	0.4835700453482871	STD	0.7187376581804812	0	1	0	0.8871853186624234	
29	0.36716528647906305	0.4179604961228007	STD	0.6199348970840628	0	13	0	0.9549263140421678	
30	0.22100419841716157	0.4019146525885682	STD	0.5235688154957101	0	4	0	0.6968633759797455	
31	0.47787268628758284	0.5480021666943438	STD	0.056067385436364914	0	11	0	0.6998215757535651	
32	0.46676331894608003	0.6284350713290916	STD	0.036786847861691285	0	7	0	0.7669600617381153	
33	0.4608416104655608	0.7277137825604496	STD	0.9100095811352116	0	7	0	0.7614150369826875	
34	0.4626107695368043	0.8130296791693479	STD	0.909875203131213	1	15	3846	0.965870001144821	
35	0.41096732927400903	0.7751332799821633	STD	0.26991091924908783	0	12	4	0.9288289440656715	
36	0.28631860993830643	0.7727157794916976	STD	0.4739814246450629	0	9	122	0.9727448029835755	
37	0.2593266062207844	0.7914395937162324	STD	0.417694338964399	46	11	1928	0.9799570360899545	
38	0.22221233076092273	0.8261440423391756	STD	0.11001654226950008	10	10	1221	0.9359072634465077	
39	0.1527652674630883	0.8358499459600879	STD	0.3819072772439025	13	9	979	0.9783899975385484	
40	0.28962421229098206	0.869035900942634	STD	0.3050588668258194	0	9	865	0.9807687325879719	
41	0.3153375768362312	0.8870629299068465	STD	0.1573132330325564	0	11	3	0.9736091245677508	
42	0.38914135655596416	0.9106268739207488	STD	0.7077932638591933	4	13	3043	0.982227522543259	
43	0.48046327153884866	0.8968259831074697	STD	0.21258010291003493	0	13	10	0.9089735290883807	
44	0.49826819224557845	0.9044854921625778	STD	0.32825815985064377	0	14	1	0.9505121344867754	
45	0.530170585639569	0.9121028717198222	STD	0.7336154008467812	0	15	109	0.9165129594074587	
46	0.4847793275811146	0.9204492747618408	STD	0.043900700920463054	0	10	0	0.7889388377912336	
47	0.5764771347969846	0.9306369200322399	STD	0.7092828646891214	0	15	58	0.9721080461433448	
48	0.6001695919630531	0.9436531031548717	STD	0.3116650176512519	0	15	0	0.93774046684989	
49	0.5600944622629316	0.9598293649607524	STD	0.7437686128453551	0	13	0	0.976602363941303	
50	0.676757136993029	0.9547977108106617	STD	0.8986673650534944	0	12	0	0.9638529387123971	
51	0.7136194046106153	0.9998054959685726	STD	0.2992092881130546	0	9	0	0.9133734320751674	
52	0.7111205214921377	0.9245728367440629	STD	0.6898033636606802	0	11	0	0.8684540691046226	
53	0.7026486286056469	0.8985914288740412	STD	0.36573510200187287	0	13	0	0.916809598253414	
54	0.6841337084613773	0.8734880730081942	STD	0.46369190652977554	0	15	0	0.9383083788474272	
55	0.7487391586823343	0.8203755982229649	STD	0.39158559835908857	0	12	0	0.835524884504376	
56	0.6913128608098928	0.8026145346104842	STD	0.9760766409074846	0	18	0	0.7707629927364943	
57	0.7062995413951377	0.7555676817559628	STD	0.0009648472615193526	0	15	0	0.6765990744454502	
58	0.6946833467470882	0.6969819624143379	STD	0.598020198637977	0	14	0	0.9583790463735966	
59	0.7445355675199029	0.6959235961593058	STD	0.916440642121654	0	8	0	0.9390712964320774	
60	0.7473714992321001	0.650423921638075	STD	0.9089453513732242	0	7	0	0.780855427602118	
61	0.7721569420072685	0.624518859745052	STD	0.9805758295822893	0	11	0	0.8856622597878605	
62	0.8472347325369116	0.5978493123203564	STD	0.00991831417283029	0	8	0	0.6092764155818341	
63	0.6209223901931383	0.862215538216282	EXIT	0.1805427270094424	0	11	3923	0.8658116480833661	
64	0.6867054774731324	0.6640745017298447	EXIT	0.24190323134487635	0	8	0	0.8747681364310144	
65	0.7439150209175545	0.6185191430027415	EXIT	0.085135831882589	0	8	0	0.7696899397328194	
66	0.8022264606500168	0.6031697550197176	EXIT	0.19510202335415383	0	7	0	0.833393189217529	
67	0.7063966504933027	0.6299630166307487	EXIT	0.44814321300494364	0	8	0	0.9404934985996627	
68	0.6461870198678478	0.09215924135885288	EXIT	0.2553949957430639	0	16	84	0.8675776938783151	
69	0.6634258961832257	0.1619477070633198	EXIT	0.4178192779167804	0	16	896	0.9306168138105428	
70	0.7037625067289622	0.06778424955955283	EXIT	0.048004053962137805	0	12	1	0.7495528590407085	
71	0.6987624479386872	0.18315924981954215	EXIT	0.14170459445066896	0	13	14	0.7808780480375761	
72	0.6538685441834395	0.0001945040314274314	STD	0.8315561812941201	0	11	0	0.9025674902299943	
73	0.559825411665789	0.03740877169667725	STD	0.9227514036486144	0	16	0	0.9403681257553379	
74	0.576153581988845	0.000263010258388662	STD	0.5670407662678623	0	16	0	0.8651425330251942	
75	0.6133145736295614	0.024517878037257763	STD	0.7886610610169471	0	17	0	0.9016484081962426	
76	0.6463688669273957	0.03557925245900701	STD	0.8882388363266729	0	16	0	0.9263297537862455	
77	0.6875197664588574	0.02368811010106969	STD	0.18575497644418926	0	13	0	0.8420757173654762	
78	0.7032177008976098	0.0027391257024041026	STD	0.3127562953148706	0	11	0	0.9259977611824958	
79	0.0	0.742833261512051	ENTRY	0.0	0	3	1038	0.8550388976065652	
80	0.0	0.7671135672814886	ENTRY	0.0	0	3	1000	0.858105557792564	
81	0.0	0.801423102785048	ENTRY	0.0	0	3	1036	0.8553290686518897	
82	0.0	0.731483235737308	ENTRY	0.0	1	3	1066	0.857756492897788	
83	0.0	0.22911621423667228	ENTRY	0.0	1	3	1058	0.6398682940342223	
