id	type	l1	l2	friction	risk	count	acc	
1	FAST	1	2	0.02151630826214646	0.0	3	50.27456998712798	
2	FAST	1	3	0.027987052819351734	0.0	0	41.8557937466248	
3	FAST	1	4	0.07302656972007415	0.0	1	14.854632532142228	
4	FAST	1	5	0.10800269310982086	0.0	2	9.39781364160315	
5	FAST	1	6	0.2005826597473596	0.0	12	4.4948780123022285	
6	FAST	1	7	0.05791240055316788	0.0	2	25.113295928399822	
7	FAST	1	8	0.06855335822514483	0.0	0	15.793810568526522	
8	FAST	1	68	0.36490858423453987	0.048	4	4.409310370507886	
9	FAST	1	69	0.40115801759656244	0.048	11	3.052669116040788	
10	FAST	1	70	0.423550267947518	0.048	0	2.6055718426816776	
11	FAST	1	71	0.44235053412726005	0.048	1	2.07821838116285	
12	FAST	1	72	0.28733633203502157	0.0	0	4.836785173563928	
13	FAST	1	73	0.1906077266698771	0.0	1	14.142377185549076	
14	FAST	1	74	0.20210142113627694	0.0	0	8.081277805595937	
15	FAST	1	75	0.2630703980821981	0.0	0	6.8662262308779045	
16	FAST	1	76	0.3008008736105855	0.0	0	5.70064070363578	
17	FAST	1	77	0.3450902934942693	0.0	0	3.1504789974394867	
18	FAST	1	78	0.36284036573475764	0.0	0	3.0903601440811665	
19	FAST	2	3	0.007516752227496343	0.0	2	157.06447803339216	
20	FAST	2	4	0.05255626523813813	0.0	2	19.885435282178086	
21	FAST	2	5	0.08753238084772358	0.0	6	10.787478731091452	
22	FAST	2	6	0.18130277439888826	0.0	11	5.416750500610284	
23	FAST	2	7	0.06458409111532147	0.0	2	18.6285318486756	
24	FAST	2	8	0.04808305763328943	0.0	2	24.67954821809793	
25	FAST	2	23	0.24993272053144797	0.0	499	3.2581723591959597	
26	FAST	2	68	0.36470401260312413	0.048	178	3.6023858616249793	
27	FAST	2	69	0.391780317504476	0.048	197	3.0594650043402747	
28	FAST	2	70	0.4257275325971185	0.048	117	2.372114820905957	
29	FAST	2	71	0.43263050137245695	0.048	20	2.210071140008528	
30	FAST	2	72	0.3002858035948819	0.0	0	3.457888087914018	
31	FAST	2	73	0.2035572098999793	0.0	0	11.136472055411183	
32	FAST	2	74	0.21505090436637914	0.0	0	6.710881755618002	
33	FAST	2	75	0.2760198696420584	0.0	0	7.366616404609366	
34	FAST	2	76	0.3137503451704458	0.0	0	4.860459033043903	
35	FAST	2	77	0.3580397650541296	0.0	0	3.3425882766516315	
36	FAST	3	4	0.04596140765847902	0.0	0	25.203177906045195	
37	FAST	3	5	0.08093752715814509	0.0	5	13.491232114644212	
38	FAST	3	6	0.18231210638901338	0.0	4	5.243807585741254	
